Run,Velocity,Protocol,Metric,Value
731,4,UWGS,Skew,8.19697
733,4,UWGS,Offset,875.253
733,4,UWGS,Skew,7.39596
734,4,UWGS,Offset,899.681
734,4,UWGS,Skew,6.30645
732,4,UWGS,Offset,873.471
732,4,UWGS,Skew,8.16558
735,4,UWGS,Offset,887.59
735,4,UWGS,Skew,6.88827
736,4,UWGS,Offset,1034.93
736,4,UWGS,Skew,1.68077
738,4,UWGS,Offset,860.323
738,4,UWGS,Skew,8.63592
737,4,UWGS,Offset,910.035
737,4,UWGS,Skew,5.94477
740,4,UWGS,Offset,901.418
740,4,UWGS,Skew,6.61334
739,4,UWGS,Offset,317.733
739,4,UWGS,Skew,31.6317
742,4,UWGS,Offset,906.87
742,4,UWGS,Skew,7.84337
741,4,UWGS,Offset,912.426
741,4,UWGS,Skew,5.78115
743,4,UWGS,Offset,56.2079
743,4,UWGS,Skew,58.4808
744,4,UWGS,Offset,896.057
744,4,UWGS,Skew,8.10559
745,4,UWGS,Offset,879.551
745,4,UWGS,Skew,7.80913
747,4,UWGS,Offset,904.788
747,4,UWGS,Skew,7.0595
746,4,UWGS,Offset,875.319
746,4,UWGS,Skew,7.06009
748,4,UWGS,Offset,894.794
748,4,UWGS,Skew,5.88079
749,4,UWGS,Offset,901.283
749,4,UWGS,Skew,6.86907
750,4,UWGS,Offset,858.326
750,4,UWGS,Skew,8.85019
752,4,UWGS,Offset,904.453
752,4,UWGS,Skew,6.2946
751,4,UWGS,Offset,899.601
751,4,UWGS,Skew,6.73947
754,4,UWGS,Offset,920.704
754,4,UWGS,Skew,6.27165
753,4,UWGS,Offset,666.364
753,4,UWGS,Skew,19.2318
755,4,UWGS,Offset,999.891
755,4,UWGS,Skew,3.7715
757,4,UWGS,Offset,861.476
757,4,UWGS,Skew,7.31644
758,4,UWGS,Offset,900.762
758,4,UWGS,Skew,6.97485
756,4,UWGS,Offset,903.071
756,4,UWGS,Skew,6.56918
759,4,UWGS,Offset,860.368
759,4,UWGS,Skew,9.49251
761,4,UWGS,Offset,910.197
761,4,UWGS,Skew,6.29312
760,4,UWGS,Offset,878.902
760,4,UWGS,Skew,7.32083
762,4,UWGS,Offset,863.547
762,4,UWGS,Skew,8.18416
763,4,UWGS,Offset,903.35
763,4,UWGS,Skew,6.76224
764,4,UWGS,Offset,907.655
764,4,UWGS,Skew,6.60196
766,4,UWGS,Offset,950.444
766,4,UWGS,Skew,4.44909
765,4,UWGS,Offset,769.397
765,4,UWGS,Skew,14.667
767,4,UWGS,Offset,899.914
767,4,UWGS,Skew,6.83562
768,4,UWGS,Offset,942.009
768,4,UWGS,Skew,5.33591
770,4,UWGS,Offset,904.454
770,4,UWGS,Skew,5.78776
769,4,UWGS,Offset,963.356
769,4,UWGS,Skew,3.47493
771,4,UWGS,Offset,896.58
771,4,UWGS,Skew,7.01484
773,4,UWGS,Offset,887.476
773,4,UWGS,Skew,7.61976
772,4,UWGS,Offset,912.301
772,4,UWGS,Skew,6.5557
774,4,UWGS,Offset,888.16
774,4,UWGS,Skew,6.99007
775,4,UWGS,Offset,905.318
775,4,UWGS,Skew,7.21989
777,4,UWGS,Offset,891.683
777,4,UWGS,Skew,7.93987
776,4,UWGS,Offset,913.412
776,4,UWGS,Skew,6.42468
778,4,UWGS,Offset,918.539
778,4,UWGS,Skew,6.52757
779,4,UWGS,Offset,932.743
779,4,UWGS,Skew,5.67361
781,4,UWGS,Offset,896.725
781,4,UWGS,Skew,6.82751
780,4,UWGS,Offset,969.787
780,4,UWGS,Skew,2.94173
782,4,UWGS,Offset,923.426
782,4,UWGS,Skew,6.0977
783,4,UWGS,Offset,876.249
783,4,UWGS,Skew,7.92575
784,4,UWGS,Offset,902.285
784,4,UWGS,Skew,6.91913
786,4,UWGS,Offset,928.323
786,4,UWGS,Skew,5.17533
785,4,UWGS,Offset,875.703
785,4,UWGS,Skew,6.99433
788,4,UWGS,Offset,862.737
788,4,UWGS,Skew,8.03576
787,4,UWGS,Offset,919.619
787,4,UWGS,Skew,6.74266
789,4,UWGS,Offset,855.38
789,4,UWGS,Skew,11.4852
790,4,UWGS,Offset,926.173
790,4,UWGS,Skew,4.86642
791,4,UWGS,Offset,968.809
791,4,UWGS,Skew,4.47823
792,4,UWGS,Offset,892.806
792,4,UWGS,Skew,6.68943
794,4,UWGS,Offset,922.997
794,4,UWGS,Skew,6.32185
793,4,UWGS,Offset,919.688
793,4,UWGS,Skew,5.87878
795,4,UWGS,Offset,924.207
795,4,UWGS,Skew,5.61234
796,4,UWGS,Offset,917.432
796,4,UWGS,Skew,6.54173
797,4,UWGS,Offset,892.008
797,4,UWGS,Skew,6.88443
798,4,UWGS,Offset,907.336
798,4,UWGS,Skew,6.33206
800,4,UWGS,Offset,899.369
800,4,UWGS,Skew,6.60216
799,4,UWGS,Offset,841.885
799,4,UWGS,Skew,8.56572
801,4,UWGS,Offset,903.453
801,4,UWGS,Skew,6.65929
802,4,UWGS,Offset,5645.15
802,4,UWGS,Skew,60.4952
803,4,UWGS,Offset,948.182
803,4,UWGS,Skew,5.10276
805,4,UWGS,Offset,891.97
805,4,UWGS,Skew,6.97123
804,4,UWGS,Offset,922.08
804,4,UWGS,Skew,5.14159
806,4,UWGS,Offset,895.241
806,4,UWGS,Skew,6.10066
807,4,UWGS,Offset,935.692
807,4,UWGS,Skew,6.16958
808,4,UWGS,Offset,882.658
808,4,UWGS,Skew,8.07173
809,4,UWGS,Offset,871.953
809,4,UWGS,Skew,9.22291
810,4,UWGS,Offset,855.538
810,4,UWGS,Skew,8.44596
811,4,UWGS,Offset,859.834
811,4,UWGS,Skew,7.33098
813,4,UWGS,Offset,903.13
813,4,UWGS,Skew,6.73417
812,4,UWGS,Offset,916.967
812,4,UWGS,Skew,5.65128
814,4,UWGS,Offset,863.669
814,4,UWGS,Skew,9.00117
816,4,UWGS,Offset,908.77
816,4,UWGS,Skew,7.06459
817,4,UWGS,Offset,879.239
817,4,UWGS,Skew,7.02518
815,4,UWGS,Offset,886.599
815,4,UWGS,Skew,7.44094
819,4,UWGS,Offset,888.764
819,4,UWGS,Skew,6.97312
818,4,UWGS,Offset,902.459
818,4,UWGS,Skew,6.97165
820,4,UWGS,Offset,906.291
820,4,UWGS,Skew,7.25529
821,4,UWGS,Offset,901.972
821,4,UWGS,Skew,7.26078
822,4,UWGS,Offset,942.003
822,4,UWGS,Skew,5.14623
823,4,UWGS,Offset,532.652
823,4,UWGS,Skew,27.7746
824,4,UWGS,Offset,884.751
824,4,UWGS,Skew,6.83909
825,4,UWGS,Offset,883.111
825,4,UWGS,Skew,7.55595
826,4,UWGS,Offset,902.458
826,4,UWGS,Skew,6.82661
828,4,UWGS,Offset,895.94
828,4,UWGS,Skew,7.5173
827,4,UWGS,Offset,928.345
827,4,UWGS,Skew,6.01186
829,4,UWGS,Offset,829.593
829,4,UWGS,Skew,9.24046
830,4,UWGS,Offset,917.078
830,4,UWGS,Skew,5.489
831,4,UWGS,Offset,924.125
831,4,UWGS,Skew,6.04281
832,4,UWGS,Offset,932.206
832,4,UWGS,Skew,5.10446
833,4,UWGS,Offset,797.558
833,4,UWGS,Skew,10.3865
834,4,UWGS,Offset,851.319
834,4,UWGS,Skew,10.1936
835,4,UWGS,Offset,895.658
835,4,UWGS,Skew,6.61106
836,4,UWGS,Offset,946.976
836,4,UWGS,Skew,6.3987
837,4,UWGS,Offset,901.932
837,4,UWGS,Skew,6.07036
838,4,UWGS,Offset,907.098
838,4,UWGS,Skew,6.98223
840,4,UWGS,Offset,898.192
840,4,UWGS,Skew,6.81314
839,4,UWGS,Offset,883.638
839,4,UWGS,Skew,6.79659
841,4,UWGS,Offset,881.449
841,4,UWGS,Skew,7.7177
842,4,UWGS,Offset,941.848
842,4,UWGS,Skew,5.5901
844,4,UWGS,Offset,850.903
844,4,UWGS,Skew,8.81686
843,4,UWGS,Offset,894.082
843,4,UWGS,Skew,7.40306
845,4,UWGS,Offset,879.547
845,4,UWGS,Skew,8.01207
846,4,UWGS,Offset,894.248
846,4,UWGS,Skew,7.78893
848,4,UWGS,Offset,864.049
848,4,UWGS,Skew,8.77024
847,4,UWGS,Offset,903.2
847,4,UWGS,Skew,5.79209
850,4,UWGS,Offset,881.587
850,4,UWGS,Skew,7.03784
849,4,UWGS,Offset,871.108
849,4,UWGS,Skew,6.57606
851,4,UWGS,Offset,866.447
851,4,UWGS,Skew,8.10461
852,4,UWGS,Offset,1350.11
852,4,UWGS,Skew,123.102
853,4,UWGS,Offset,908.478
853,4,UWGS,Skew,6.69019
854,4,UWGS,Offset,911.891
854,4,UWGS,Skew,6.13064
855,4,UWGS,Offset,892.022
855,4,UWGS,Skew,7.33309
856,4,UWGS,Offset,893.611
856,4,UWGS,Skew,6.70805
857,4,UWGS,Offset,880.409
857,4,UWGS,Skew,11.9474
858,4,UWGS,Offset,922.673
858,4,UWGS,Skew,6.42524
859,4,UWGS,Offset,898.344
859,4,UWGS,Skew,6.68968
860,4,UWGS,Offset,845.267
860,4,UWGS,Skew,9.86903
861,4,UWGS,Offset,898.078
861,4,UWGS,Skew,6.25813
862,4,UWGS,Offset,900.671
862,4,UWGS,Skew,6.48836
864,4,UWGS,Offset,933.193
864,4,UWGS,Skew,4.9305
863,4,UWGS,Offset,945.259
863,4,UWGS,Skew,5.44371
865,4,UWGS,Offset,892.332
865,4,UWGS,Skew,6.65771
866,4,UWGS,Offset,941.918
866,4,UWGS,Skew,4.96134
867,4,UWGS,Offset,901.32
867,4,UWGS,Skew,6.30385
868,4,UWGS,Offset,866.899
868,4,UWGS,Skew,7.40754
869,4,UWGS,Offset,887.125
869,4,UWGS,Skew,6.70714
870,4,UWGS,Offset,875.749
870,4,UWGS,Skew,7.8917
871,4,UWGS,Offset,759.471
871,4,UWGS,Skew,15.7899
873,4,UWGS,Offset,918.607
873,4,UWGS,Skew,5.71412
872,4,UWGS,Offset,892.424
872,4,UWGS,Skew,6.98606
874,4,UWGS,Offset,508.835
874,4,UWGS,Skew,17.9583
875,4,UWGS,Offset,908.026
875,4,UWGS,Skew,6.64073
877,4,UWGS,Offset,905.696
877,4,UWGS,Skew,7.18057
876,4,UWGS,Offset,895.27
876,4,UWGS,Skew,6.96459
878,4,UWGS,Offset,905.822
878,4,UWGS,Skew,7.37235
879,4,UWGS,Offset,891.573
879,4,UWGS,Skew,6.64252
880,4,UWGS,Offset,907.806
880,4,UWGS,Skew,6.74368
881,4,UWGS,Offset,890.864
881,4,UWGS,Skew,7.09767
883,4,UWGS,Offset,878.389
883,4,UWGS,Skew,8.01307
882,4,UWGS,Offset,897.848
882,4,UWGS,Skew,6.63172
884,4,UWGS,Offset,924.092
884,4,UWGS,Skew,5.10339
885,4,UWGS,Offset,893.797
885,4,UWGS,Skew,6.46981
886,4,UWGS,Offset,946.185
886,4,UWGS,Skew,5.79304
887,4,UWGS,Offset,885.229
887,4,UWGS,Skew,6.66016
888,4,UWGS,Offset,869.172
888,4,UWGS,Skew,8.17887
889,4,UWGS,Offset,918.501
889,4,UWGS,Skew,5.96099
891,4,UWGS,Offset,875.418
891,4,UWGS,Skew,8.4483
890,4,UWGS,Offset,831.888
890,4,UWGS,Skew,8.92403
892,4,UWGS,Offset,835.604
892,4,UWGS,Skew,13.5841
893,4,UWGS,Offset,959.424
893,4,UWGS,Skew,4.45117
894,4,UWGS,Offset,880.38
894,4,UWGS,Skew,7.68785
895,4,UWGS,Offset,868.301
895,4,UWGS,Skew,7.66016
896,4,UWGS,Offset,878.443
896,4,UWGS,Skew,8.25536
898,4,UWGS,Offset,783.933
898,4,UWGS,Skew,11.8205
897,4,UWGS,Offset,876.48
897,4,UWGS,Skew,7.55982
899,4,UWGS,Offset,939.608
899,4,UWGS,Skew,4.57456
903,4,UWGS,Offset,881.028
903,4,UWGS,Skew,7.90106
902,4,UWGS,Offset,924.981
902,4,UWGS,Skew,5.57524
904,4,UWGS,Offset,889.133
904,4,UWGS,Skew,7.58388
900,4,UWGS,Offset,906.937
900,4,UWGS,Skew,6.00257
901,4,UWGS,Offset,888.962
901,4,UWGS,Skew,8.14233
905,4,UWGS,Offset,1056.02
905,4,UWGS,Skew,0.264621
908,4,UWGS,Offset,863.932
908,4,UWGS,Skew,8.60523
907,4,UWGS,Offset,916.767
907,4,UWGS,Skew,5.8293
909,4,UWGS,Offset,883.245
909,4,UWGS,Skew,7.82864
906,4,UWGS,Offset,990.483
906,4,UWGS,Skew,2.42829
910,4,UWGS,Offset,873.954
910,4,UWGS,Skew,7.42525
911,4,UWGS,Offset,917.629
911,4,UWGS,Skew,6.89957
915,4,UWGS,Offset,863.253
915,4,UWGS,Skew,9.20476
912,4,UWGS,Offset,954.947
912,4,UWGS,Skew,4.68936
913,4,UWGS,Offset,938.346
913,4,UWGS,Skew,5.55587
914,4,UWGS,Offset,881.216
914,4,UWGS,Skew,7.50776
916,4,UWGS,Offset,953.631
916,4,UWGS,Skew,2.01761
917,4,UWGS,Offset,883.68
917,4,UWGS,Skew,7.11519
918,4,UWGS,Offset,864.431
918,4,UWGS,Skew,7.93191
920,4,UWGS,Offset,879.652
920,4,UWGS,Skew,7.8966
922,4,UWGS,Offset,886.692
922,4,UWGS,Skew,7.65512
919,4,UWGS,Offset,913.509
919,4,UWGS,Skew,6.82908
921,4,UWGS,Offset,888.272
921,4,UWGS,Skew,7.18596
923,4,UWGS,Offset,890.006
923,4,UWGS,Skew,6.73462
924,4,UWGS,Offset,889.022
924,4,UWGS,Skew,7.08119
926,4,UWGS,Offset,882.659
926,4,UWGS,Skew,7.10415
928,4,UWGS,Offset,914.785
928,4,UWGS,Skew,6.8007
925,4,UWGS,Offset,893.574
925,4,UWGS,Skew,7.8772
927,4,UWGS,Offset,893.838
927,4,UWGS,Skew,6.97339
930,4,UWGS,Offset,925.445
930,4,UWGS,Skew,6.23003
929,4,UWGS,Offset,922.874
929,4,UWGS,Skew,5.50125
931,4,UWGS,Offset,1149.86
931,4,UWGS,Skew,25.4174
932,4,UWGS,Offset,903.627
932,4,UWGS,Skew,6.76377
934,4,UWGS,Offset,918.656
934,4,UWGS,Skew,5.68937
933,4,UWGS,Offset,903.169
933,4,UWGS,Skew,6.53755
935,4,UWGS,Offset,900.423
935,4,UWGS,Skew,5.46176
937,4,UWGS,Offset,838.995
937,4,UWGS,Skew,8.61848
936,4,UWGS,Offset,952.525
936,4,UWGS,Skew,5.18605
939,4,UWGS,Offset,882.811
939,4,UWGS,Skew,6.30062
938,4,UWGS,Offset,863.061
938,4,UWGS,Skew,7.97762
940,4,UWGS,Offset,878.923
940,4,UWGS,Skew,6.48896
941,4,UWGS,Offset,896.945
941,4,UWGS,Skew,6.88931
942,4,UWGS,Offset,868.927
942,4,UWGS,Skew,7.89878
943,4,UWGS,Offset,897.588
943,4,UWGS,Skew,6.78365
944,4,UWGS,Offset,879.322
944,4,UWGS,Skew,7.89789
945,4,UWGS,Offset,882.366
945,4,UWGS,Skew,7.89708
947,4,UWGS,Offset,932.558
947,4,UWGS,Skew,5.57103
946,4,UWGS,Offset,843.378
946,4,UWGS,Skew,8.43244
948,4,UWGS,Offset,869.884
948,4,UWGS,Skew,7.89093
949,4,UWGS,Offset,883.176
949,4,UWGS,Skew,6.87118
950,4,UWGS,Offset,883.537
950,4,UWGS,Skew,7.59516
951,4,UWGS,Offset,886.782
951,4,UWGS,Skew,8.06832
952,4,UWGS,Offset,917.063
952,4,UWGS,Skew,6.30197
953,4,UWGS,Offset,908.373
953,4,UWGS,Skew,5.97716
954,4,UWGS,Offset,922.476
954,4,UWGS,Skew,5.99165
955,4,UWGS,Offset,888.441
955,4,UWGS,Skew,6.97074
956,4,UWGS,Offset,889.56
956,4,UWGS,Skew,6.58236
957,4,UWGS,Offset,901.6
957,4,UWGS,Skew,7.46125
958,4,UWGS,Offset,905.045
958,4,UWGS,Skew,7.09463
959,4,UWGS,Offset,921.793
959,4,UWGS,Skew,6.36273
960,4,UWGS,Offset,898.071
960,4,UWGS,Skew,6.67545
962,4,UWGS,Offset,928.703
962,4,UWGS,Skew,6.19433
961,4,UWGS,Offset,973.692
961,4,UWGS,Skew,4.08034
963,4,UWGS,Offset,877.088
963,4,UWGS,Skew,6.51061
965,4,UWGS,Offset,911.704
965,4,UWGS,Skew,7.00177
966,4,UWGS,Offset,902.411
966,4,UWGS,Skew,6.6336
967,4,UWGS,Offset,1588.97
967,4,UWGS,Skew,17.5031
964,4,UWGS,Offset,906.902
964,4,UWGS,Skew,6.19726
969,4,UWGS,Offset,887.39
969,4,UWGS,Skew,7.36639
968,4,UWGS,Offset,853.659
968,4,UWGS,Skew,10.0797
971,4,UWGS,Offset,655.621
971,4,UWGS,Skew,19.9568
972,4,UWGS,Offset,886.287
972,4,UWGS,Skew,6.93388
970,4,UWGS,Offset,858.616
970,4,UWGS,Skew,8.00133
973,4,UWGS,Offset,882.974
973,4,UWGS,Skew,7.50254
975,4,UWGS,Offset,702.611
975,4,UWGS,Skew,40.4248
974,4,UWGS,Offset,865.483
974,4,UWGS,Skew,8.10453
976,4,UWGS,Offset,909.884
976,4,UWGS,Skew,5.72704
978,4,UWGS,Offset,860.615
978,4,UWGS,Skew,7.99084
977,4,UWGS,Offset,906.793
977,4,UWGS,Skew,5.67046
979,4,UWGS,Offset,894.926
979,4,UWGS,Skew,7.38689
981,4,UWGS,Offset,910.923
981,4,UWGS,Skew,6.20544
980,4,UWGS,Offset,919.435
980,4,UWGS,Skew,6.54701
983,4,UWGS,Offset,903.765
983,4,UWGS,Skew,7.05819
982,4,UWGS,Offset,861.949
982,4,UWGS,Skew,7.78021
984,4,UWGS,Offset,902.121
984,4,UWGS,Skew,6.29712
985,4,UWGS,Offset,786.159
985,4,UWGS,Skew,14.4738
986,4,UWGS,Offset,881.47
986,4,UWGS,Skew,7.63787
987,4,UWGS,Offset,874.157
987,4,UWGS,Skew,6.8072
988,4,UWGS,Offset,886.868
988,4,UWGS,Skew,7.38911
989,4,UWGS,Offset,897.483
989,4,UWGS,Skew,6.9176
990,4,UWGS,Offset,882.276
990,4,UWGS,Skew,7.07058
991,4,UWGS,Offset,925.411
991,4,UWGS,Skew,6.35696
992,4,UWGS,Offset,905.893
992,4,UWGS,Skew,7.24093
993,4,UWGS,Offset,887.548
993,4,UWGS,Skew,6.43099
994,4,UWGS,Offset,881.67
994,4,UWGS,Skew,6.93603
997,4,UWGS,Offset,943.14
997,4,UWGS,Skew,5.52815
995,4,UWGS,Offset,992.048
995,4,UWGS,Skew,3.04347
996,4,UWGS,Offset,896.898
996,4,UWGS,Skew,7.50096
998,4,UWGS,Offset,921.002
998,4,UWGS,Skew,5.83772
999,4,UWGS,Offset,930.104
999,4,UWGS,Skew,6.2073
1000,4,UWGS,Offset,887.361
1000,4,UWGS,Skew,7.24801
2,5,UWGS,Offset,1151.28
2,5,UWGS,Skew,10.0145
1,5,UWGS,Offset,1104.61
1,5,UWGS,Skew,11.0226
3,5,UWGS,Offset,1128.59
3,5,UWGS,Skew,9.99297
4,5,UWGS,Offset,1154.77
4,5,UWGS,Skew,9.7968
5,5,UWGS,Offset,1124.54
5,5,UWGS,Skew,11.0545
8,5,UWGS,Offset,1095.83
8,5,UWGS,Skew,11.2978
6,5,UWGS,Offset,2168.88
6,5,UWGS,Skew,29.6608
7,5,UWGS,Offset,1139.98
7,5,UWGS,Skew,9.4041
9,5,UWGS,Offset,663.686
9,5,UWGS,Skew,83.1456
10,5,UWGS,Offset,1154.33
10,5,UWGS,Skew,9.60911
11,5,UWGS,Offset,996.261
11,5,UWGS,Skew,15.4328
12,5,UWGS,Offset,1059.03
12,5,UWGS,Skew,12.8562
13,5,UWGS,Offset,1109.67
13,5,UWGS,Skew,11.1933
15,5,UWGS,Offset,1149.74
15,5,UWGS,Skew,10.0799
14,5,UWGS,Offset,1122.21
14,5,UWGS,Skew,11.1342
18,5,UWGS,Offset,1128.45
18,5,UWGS,Skew,11.1806
16,5,UWGS,Offset,1110.47
16,5,UWGS,Skew,10.1187
17,5,UWGS,Offset,1108.8
17,5,UWGS,Skew,10.5196
19,5,UWGS,Offset,1152.46
19,5,UWGS,Skew,9.67544
20,5,UWGS,Offset,1119.12
20,5,UWGS,Skew,10.9854
21,5,UWGS,Offset,1144.37
21,5,UWGS,Skew,9.47022
22,5,UWGS,Offset,1130.49
22,5,UWGS,Skew,11.2021
25,5,UWGS,Offset,1121.42
25,5,UWGS,Skew,10.864
23,5,UWGS,Offset,1092.38
23,5,UWGS,Skew,11.8633
24,5,UWGS,Offset,1164.36
24,5,UWGS,Skew,8.14652
26,5,UWGS,Offset,1144.75
26,5,UWGS,Skew,10.3923
27,5,UWGS,Offset,1098.46
27,5,UWGS,Skew,11.5324
28,5,UWGS,Offset,1126.33
28,5,UWGS,Skew,10.5287
29,5,UWGS,Offset,1125.35
29,5,UWGS,Skew,10.4395
32,5,UWGS,Offset,1130.45
32,5,UWGS,Skew,10.5898
31,5,UWGS,Offset,1137.92
31,5,UWGS,Skew,9.8828
30,5,UWGS,Offset,1136.29
30,5,UWGS,Skew,10.5366
33,5,UWGS,Offset,1063.86
33,5,UWGS,Skew,12.8489
34,5,UWGS,Offset,1108.4
34,5,UWGS,Skew,11.6839
36,5,UWGS,Offset,951.808
36,5,UWGS,Skew,16.7365
35,5,UWGS,Offset,1080.97
35,5,UWGS,Skew,12.223
37,5,UWGS,Offset,807.758
37,5,UWGS,Skew,22.1753
38,5,UWGS,Offset,1077.33
38,5,UWGS,Skew,12.5581
40,5,UWGS,Offset,1135.29
40,5,UWGS,Skew,9.74982
39,5,UWGS,Offset,1106.43
39,5,UWGS,Skew,11.9184
43,5,UWGS,Offset,1115.11
43,5,UWGS,Skew,10.5312
41,5,UWGS,Offset,1137.7
41,5,UWGS,Skew,9.44335
42,5,UWGS,Offset,1130.01
42,5,UWGS,Skew,10.1126
44,5,UWGS,Offset,1082.3
44,5,UWGS,Skew,12.8997
45,5,UWGS,Offset,1112.98
45,5,UWGS,Skew,10.9329
46,5,UWGS,Offset,1126.35
46,5,UWGS,Skew,10.2652
47,5,UWGS,Offset,1447.94
47,5,UWGS,Skew,3.5942
48,5,UWGS,Offset,1075.29
48,5,UWGS,Skew,13.0857
49,5,UWGS,Offset,1114.59
49,5,UWGS,Skew,10.6056
50,5,UWGS,Offset,1118.05
50,5,UWGS,Skew,11.6222
52,5,UWGS,Offset,1098.89
52,5,UWGS,Skew,11.3835
53,5,UWGS,Offset,1082.13
53,5,UWGS,Skew,13.1966
51,5,UWGS,Offset,1131.7
51,5,UWGS,Skew,10.4655
54,5,UWGS,Offset,1125.03
54,5,UWGS,Skew,11.1617
55,5,UWGS,Offset,1151.16
55,5,UWGS,Skew,9.53075
56,5,UWGS,Offset,1104.06
56,5,UWGS,Skew,12.0239
57,5,UWGS,Offset,1108.42
57,5,UWGS,Skew,10.1726
58,5,UWGS,Offset,1151.07
58,5,UWGS,Skew,9.19992
59,5,UWGS,Offset,1122.34
59,5,UWGS,Skew,10.6996
61,5,UWGS,Offset,1147.67
61,5,UWGS,Skew,9.70417
60,5,UWGS,Offset,1130.09
60,5,UWGS,Skew,10.4132
62,5,UWGS,Offset,1074.37
62,5,UWGS,Skew,12.5661
64,5,UWGS,Offset,1154.41
64,5,UWGS,Skew,9.97873
63,5,UWGS,Offset,1142.27
63,5,UWGS,Skew,10.1122
65,5,UWGS,Offset,1030.81
65,5,UWGS,Skew,15.7091
66,5,UWGS,Offset,1120.04
66,5,UWGS,Skew,11.5641
67,5,UWGS,Offset,1130.21
67,5,UWGS,Skew,10.1402
69,5,UWGS,Offset,1082.64
69,5,UWGS,Skew,13.5073
68,5,UWGS,Offset,1091.05
68,5,UWGS,Skew,10.9723
70,5,UWGS,Offset,1140.26
70,5,UWGS,Skew,9.37952
71,5,UWGS,Offset,1129.8
71,5,UWGS,Skew,10.6959
73,5,UWGS,Offset,1086.39
73,5,UWGS,Skew,12.1688
72,5,UWGS,Offset,1152.41
72,5,UWGS,Skew,9.43368
74,5,UWGS,Offset,1130.36
74,5,UWGS,Skew,10.545
76,5,UWGS,Offset,1153.54
76,5,UWGS,Skew,9.62962
77,5,UWGS,Offset,1130.56
77,5,UWGS,Skew,10.6928
75,5,UWGS,Offset,1031.56
75,5,UWGS,Skew,14.3412
78,5,UWGS,Offset,1135.4
78,5,UWGS,Skew,10.5591
79,5,UWGS,Offset,1169.98
79,5,UWGS,Skew,8.8767
80,5,UWGS,Offset,1108.68
80,5,UWGS,Skew,11.5223
81,5,UWGS,Offset,1143.04
81,5,UWGS,Skew,10.271
82,5,UWGS,Offset,1218.48
82,5,UWGS,Skew,4.2993
83,5,UWGS,Offset,1092.13
83,5,UWGS,Skew,12.4067
85,5,UWGS,Offset,1169.56
85,5,UWGS,Skew,10.1059
84,5,UWGS,Offset,1104.05
84,5,UWGS,Skew,10.9274
87,5,UWGS,Offset,1108.77
87,5,UWGS,Skew,11.6826
86,5,UWGS,Offset,1133.26
86,5,UWGS,Skew,9.81442
88,5,UWGS,Offset,1189.46
88,5,UWGS,Skew,7.78963
89,5,UWGS,Offset,1125.45
89,5,UWGS,Skew,10.6959
90,5,UWGS,Offset,1110.81
90,5,UWGS,Skew,11.1023
91,5,UWGS,Offset,1367.18
91,5,UWGS,Skew,1.85965
92,5,UWGS,Offset,1105.21
92,5,UWGS,Skew,11.6689
94,5,UWGS,Offset,3696.14
94,5,UWGS,Skew,82.9144
93,5,UWGS,Offset,1121.55
93,5,UWGS,Skew,11.2991
95,5,UWGS,Offset,1135.91
95,5,UWGS,Skew,10.1707
98,5,UWGS,Offset,1099.09
98,5,UWGS,Skew,12.1997
96,5,UWGS,Offset,1115.6
96,5,UWGS,Skew,10.7705
97,5,UWGS,Offset,1133.02
97,5,UWGS,Skew,10.6516
99,5,UWGS,Offset,1140.25
99,5,UWGS,Skew,10.0724
100,5,UWGS,Offset,1149.37
100,5,UWGS,Skew,9.78967
101,5,UWGS,Offset,1131.28
101,5,UWGS,Skew,11.2407
103,5,UWGS,Offset,1127.28
103,5,UWGS,Skew,10.3318
102,5,UWGS,Offset,1117.21
102,5,UWGS,Skew,10.851
104,5,UWGS,Offset,1075.27
104,5,UWGS,Skew,14.4496
106,5,UWGS,Offset,1103.3
106,5,UWGS,Skew,11.9995
105,5,UWGS,Offset,1141.71
105,5,UWGS,Skew,9.81832
107,5,UWGS,Offset,1193.71
107,5,UWGS,Skew,5.75756
108,5,UWGS,Offset,1126.64
108,5,UWGS,Skew,10.7225
109,5,UWGS,Offset,1116.33
109,5,UWGS,Skew,11.0035
110,5,UWGS,Offset,1120.82
110,5,UWGS,Skew,11.4287
112,5,UWGS,Offset,1205.2
112,5,UWGS,Skew,5.79643
111,5,UWGS,Offset,1094.79
111,5,UWGS,Skew,11.1606
114,5,UWGS,Offset,1111.83
114,5,UWGS,Skew,10.9706
113,5,UWGS,Offset,1134.25
113,5,UWGS,Skew,9.66869
115,5,UWGS,Offset,1122.8
115,5,UWGS,Skew,10.7096
116,5,UWGS,Offset,1147.37
116,5,UWGS,Skew,10.0848
119,5,UWGS,Offset,1078.87
119,5,UWGS,Skew,11.7119
117,5,UWGS,Offset,1098.72
117,5,UWGS,Skew,12.4562
118,5,UWGS,Offset,1145.1
118,5,UWGS,Skew,9.8606
120,5,UWGS,Offset,1144.18
120,5,UWGS,Skew,10.1773
121,5,UWGS,Offset,1100.54
121,5,UWGS,Skew,11.4574
123,5,UWGS,Offset,1124.72
123,5,UWGS,Skew,10.4988
122,5,UWGS,Offset,1089.5
122,5,UWGS,Skew,11.5256
124,5,UWGS,Offset,1140.12
124,5,UWGS,Skew,10.0366
126,5,UWGS,Offset,1085.44
126,5,UWGS,Skew,12.3015
125,5,UWGS,Offset,1117.52
125,5,UWGS,Skew,10.7369
